Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Customer Status
Female,31,Yes,0,7,17,Yes,17.91,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.25,0.0,0,1
Female,20,No,0,0,3,Yes,10.6,No,Yes,Month-to-Month,No,Bank Withdrawal,85.8,0.0,0,1
Male,31,Yes,0,1,58,Yes,17.22,No,Yes,One Year,No,Credit Card,60.3,0.0,0,1
Male,60,Yes,0,1,67,Yes,45.25,No,Yes,Two Year,No,Credit Card,81.35,0.0,0,0
Male,72,No,0,0,34,Yes,35.0,No,Yes,One Year,Yes,Bank Withdrawal,99.85,0.0,0,0
Male,56,No,0,0,10,Yes,4.42,No,No,Month-to-Month,No,Credit Card,20.0,0.0,0,0
Female,42,No,0,0,69,Yes,18.47,Yes,Yes,Two Year,Yes,Credit Card,85.35,0.0,0,0
Male,38,No,0,0,40,No,25.69,No,Yes,One Year,No,Credit Card,62.05,0.0,0,0
Male,64,No,0,0,20,Yes,12.6,No,Yes,Month-to-Month,No,Credit Card,64.4,0.0,0,0
Female,61,Yes,1,9,46,Yes,47.5,No,No,Two Year,No,Credit Card,19.4,0.0,0,0
Female,28,Yes,0,1,2,Yes,9.79,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,0.0,0,1
Female,76,Yes,2,1,1,Yes,15.28,No,Yes,Month-to-Month,Yes,Mailed Check,70.45,0.0,0,1
Female,44,Yes,0,7,72,Yes,6.58,Yes,Yes,Two Year,Yes,Credit Card,105.0,0.0,0,0
Male,28,Yes,3,0,70,Yes,1.22,Yes,No,Two Year,No,Credit Card,25.15,0.0,0,0
Male,25,No,3,0,23,Yes,1.58,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,0.0,0,0
Male,58,Yes,0,4,36,Yes,40.58,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,0.0,0,0
Male,70,Yes,0,0,59,Yes,10.78,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,8.13,0,1
Male,24,No,0,0,67,Yes,47.31,No,No,Two Year,No,Bank Withdrawal,20.5,0.0,0,0
Male,22,Yes,3,4,72,Yes,8.33,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.55,0.0,10,0
Female,22,No,0,0,37,Yes,24.04,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,0.0,0,1
Female,36,Yes,1,4,72,Yes,20.56,Yes,No,Two Year,No,Bank Withdrawal,24.45,0.0,0,0
Male,23,Yes,0,10,72,Yes,27.97,No,No,Two Year,No,Credit Card,19.7,0.0,0,0
Male,21,No,2,0,3,Yes,14.6,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,8.74,0,1
Female,75,Yes,0,0,54,Yes,33.49,Yes,Yes,One Year,Yes,Credit Card,101.5,0.0,0,1
Male,59,Yes,0,1,60,Yes,35.22,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,0.0,0,1
Female,35,Yes,0,8,58,Yes,37.95,Yes,Yes,One Year,Yes,Credit Card,110.65,0.0,0,0
Female,64,Yes,0,1,31,Yes,12.03,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.85,11.37,0,0
Male,20,No,0,0,55,Yes,12.28,No,Yes,Two Year,Yes,Bank Withdrawal,59.2,0.0,0,0
Female,58,No,0,0,1,Yes,26.53,No,Yes,Month-to-Month,No,Credit Card,44.4,0.0,0,1
Male,44,Yes,0,1,49,Yes,14.21,No,Yes,Month-to-Month,Yes,Credit Card,85.3,0.0,0,0
Male,40,No,0,0,8,No,25.69,No,Yes,Month-to-Month,No,Mailed Check,25.5,0.0,0,1
Female,72,No,0,0,39,Yes,10.03,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.75,0.0,0,0
Male,43,Yes,0,9,66,Yes,37.71,Yes,Yes,Two Year,Yes,Credit Card,66.1,0.0,0,0
Female,23,Yes,0,7,15,Yes,34.63,No,No,One Year,No,Credit Card,20.55,0.0,0,0
Female,34,Yes,0,1,51,Yes,47.72,Yes,Yes,One Year,Yes,Bank Withdrawal,98.85,0.0,130,0
Male,74,No,0,0,9,Yes,7.11,No,Yes,Two Year,No,Mailed Check,49.2,0.0,0,0
Female,54,No,0,0,1,Yes,15.51,No,No,Month-to-Month,No,Credit Card,20.9,0.0,0,1
Male,29,No,0,0,25,Yes,3.58,No,No,One Year,Yes,Bank Withdrawal,19.5,0.0,0,0
Male,56,Yes,0,9,22,Yes,48.68,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.0,0.0,0,0
Male,40,No,0,0,15,Yes,11.75,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.0,0.0,0,0
Female,37,Yes,0,1,28,Yes,18.31,No,Yes,One Year,Yes,Bank Withdrawal,90.1,0.0,0,1
Female,34,Yes,0,3,47,Yes,38.15,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,0.0,0,0
Female,21,No,0,0,67,Yes,8.71,Yes,Yes,Two Year,Yes,Mailed Check,85.25,1.31,0,0
Female,78,No,0,0,18,Yes,21.09,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,0.0,20,0
Male,47,Yes,0,1,62,Yes,33.7,No,Yes,Two Year,Yes,Credit Card,60.15,0.0,0,0
Female,51,No,0,0,41,Yes,6.16,Yes,Yes,One Year,Yes,Bank Withdrawal,80.55,0.0,0,0
Female,64,No,0,0,44,Yes,18.42,Yes,Yes,Month-to-Month,Yes,Credit Card,50.15,0.0,0,0
Female,59,No,0,0,53,Yes,33.88,No,Yes,One Year,Yes,Credit Card,94.45,0.0,0,0
Male,44,Yes,0,4,48,Yes,33.06,No,No,Two Year,Yes,Credit Card,20.05,0.0,0,0
Female,79,Yes,0,2,54,Yes,43.71,Yes,Yes,One Year,Yes,Bank Withdrawal,115.6,0.0,0,0
Female,28,Yes,0,3,48,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,0.0,140,1
Male,39,No,0,0,24,Yes,25.68,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,0.0,0,0
Male,32,No,0,0,33,Yes,34.85,No,Yes,Two Year,No,Bank Withdrawal,80.6,0.0,0,0
Male,58,Yes,0,1,66,Yes,42.85,Yes,Yes,Two Year,No,Bank Withdrawal,85.25,0.0,0,0
Female,58,No,0,0,13,No,25.69,No,Yes,Two Year,No,Credit Card,35.4,0.0,100,0
Male,19,Yes,0,1,63,Yes,13.45,Yes,Yes,Two Year,No,Credit Card,83.5,0.0,0,0
Female,45,Yes,0,0,23,Yes,38.81,No,Yes,Month-to-Month,No,Bank Withdrawal,83.8,0.0,0,1
Male,26,No,1,0,52,Yes,23.12,Yes,No,Two Year,No,Credit Card,25.6,0.0,0,0
Male,23,No,0,0,10,Yes,30.3,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.75,0.0,30,0
Female,39,Yes,2,10,72,Yes,14.17,No,No,Two Year,No,Bank Withdrawal,20.1,0.0,0,0
Male,62,No,0,0,29,Yes,48.2,No,Yes,Month-to-Month,Yes,Credit Card,98.8,0.0,0,0
Female,70,Yes,0,8,62,Yes,22.74,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,0.0,0,0
Male,34,Yes,0,1,41,Yes,15.91,Yes,Yes,One Year,Yes,Bank Withdrawal,73.0,0.0,0,1
Male,47,No,0,0,43,Yes,49.13,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.85,0.0,0,1
Female,63,No,1,0,26,Yes,2.48,No,Yes,Two Year,Yes,Bank Withdrawal,105.45,0.0,0,0
Female,58,Yes,0,9,19,Yes,10.68,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,0.0,0,0
Female,42,Yes,3,8,72,Yes,47.6,Yes,No,Two Year,No,Credit Card,24.25,49.76,0,0
Female,74,No,0,0,45,Yes,34.12,Yes,Yes,One Year,Yes,Bank Withdrawal,102.15,0.0,0,0
Male,43,No,0,0,32,Yes,15.52,No,Yes,One Year,Yes,Bank Withdrawal,64.85,0.0,0,0
Male,23,No,0,0,41,Yes,41.21,Yes,No,Month-to-Month,Yes,Bank Withdrawal,25.25,0.0,0,0
Male,52,Yes,2,4,65,Yes,36.5,Yes,No,Two Year,No,Credit Card,24.75,0.0,0,0
Male,37,Yes,1,0,55,Yes,49.06,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.75,0.0,0,1
Male,48,Yes,2,2,11,Yes,40.76,No,No,Two Year,No,Credit Card,19.65,0.0,0,0
Female,58,No,0,0,49,Yes,7.51,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,0.0,0,0
Male,49,Yes,0,1,61,Yes,15.15,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.4,0.0,0,0
Male,49,Yes,2,5,25,Yes,19.09,No,No,Month-to-Month,Yes,Credit Card,19.15,0.0,0,0
Female,41,No,0,0,1,Yes,8.31,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5,0.0,0,1
Female,61,No,3,0,23,Yes,25.85,No,Yes,One Year,Yes,Bank Withdrawal,49.45,0.0,0,0
Male,28,No,0,0,21,Yes,28.54,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.7,0.0,0,0
Female,39,No,0,0,1,Yes,33.88,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,0.0,0,1
Male,78,Yes,0,1,5,Yes,6.66,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,0.0,20,1
Male,61,Yes,0,10,24,Yes,32.86,No,Yes,One Year,No,Bank Withdrawal,74.4,0.0,0,0
Female,72,No,0,0,27,Yes,16.94,Yes,Yes,Month-to-Month,No,Credit Card,88.3,0.0,0,1
Female,41,Yes,0,7,70,Yes,11.71,No,No,Two Year,No,Bank Withdrawal,19.8,0.0,0,0
Female,78,No,0,0,5,Yes,42.33,No,Yes,Month-to-Month,Yes,Credit Card,75.55,0.0,0,1
Male,54,Yes,1,1,46,Yes,45.92,No,No,Two Year,Yes,Credit Card,20.2,0.0,0,0
Female,32,Yes,3,9,57,Yes,26.67,No,No,Two Year,Yes,Bank Withdrawal,20.1,0.0,0,0
Female,41,No,0,0,1,Yes,10.19,No,Yes,Month-to-Month,No,Mailed Check,71.1,0.0,0,1
Female,74,Yes,0,3,60,Yes,27.68,Yes,Yes,One Year,Yes,Credit Card,100.5,0.0,0,0
Male,57,Yes,0,6,37,Yes,4.5,Yes,Yes,Two Year,Yes,Credit Card,62.8,16.97,0,0
Male,42,No,0,0,1,Yes,42.87,No,Yes,Month-to-Month,Yes,Credit Card,70.45,0.0,10,1
Male,39,Yes,2,8,28,Yes,7.73,No,Yes,One Year,No,Bank Withdrawal,100.35,0.0,0,0
Female,78,No,0,0,24,Yes,18.39,No,No,Two Year,Yes,Credit Card,20.3,0.0,0,0
Female,27,No,0,0,62,Yes,23.88,Yes,Yes,One Year,Yes,Bank Withdrawal,92.05,14.21,0,0
Female,39,No,0,0,18,Yes,8.95,No,No,One Year,No,Bank Withdrawal,20.15,0.0,0,1
Female,21,No,0,0,5,Yes,3.61,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,0.0,0,1
Female,58,Yes,3,9,20,Yes,42.46,No,No,Month-to-Month,No,Credit Card,20.35,0.0,0,0
Female,56,No,0,0,1,Yes,26.0,No,Yes,Month-to-Month,No,Mailed Check,70.75,0.0,0,1
Male,26,No,0,0,35,Yes,39.84,No,Yes,One Year,Yes,Bank Withdrawal,102.35,0.0,0,1
Female,78,No,0,0,52,No,25.69,No,Yes,Two Year,Yes,Bank Withdrawal,50.5,0.0,0,0
Female,25,Yes,0,1,30,Yes,4.82,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,0.0,0,1
Male,36,Yes,0,7,72,No,25.69,No,Yes,Two Year,No,Bank Withdrawal,42.1,0.0,0,0
Male,70,No,0,0,15,Yes,46.38,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.65,0.0,0,1
Male,36,No,2,0,70,Yes,26.67,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.6,0.0,0,0
Male,37,No,2,0,66,Yes,32.12,Yes,Yes,Two Year,No,Bank Withdrawal,65.7,0.0,0,0
Male,68,Yes,0,6,55,Yes,42.9,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.0,0.0,0,0
Female,66,Yes,0,2,55,Yes,42.82,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,0.0,90,1
Male,72,Yes,0,2,57,Yes,48.16,Yes,Yes,One Year,Yes,Credit Card,71.1,0.0,0,0
Female,34,Yes,0,9,72,Yes,44.2,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,0.0,0,0
Female,27,Yes,0,3,28,Yes,42.33,No,No,Month-to-Month,No,Credit Card,20.5,0.0,0,0
Male,48,Yes,0,8,54,Yes,14.18,No,Yes,Two Year,Yes,Bank Withdrawal,74.55,0.0,0,0
Male,66,Yes,2,6,24,Yes,4.06,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.85,0.0,0,0
Male,19,No,2,0,12,Yes,19.38,No,No,Month-to-Month,No,Credit Card,21.05,0.0,0,0
Male,69,No,0,0,51,Yes,24.92,Yes,Yes,One Year,Yes,Bank Withdrawal,79.6,16.73,0,0
Male,64,No,0,0,13,Yes,40.99,No,Yes,Month-to-Month,No,Mailed Check,73.35,49.02,0,0
Male,26,No,0,0,58,Yes,47.47,No,Yes,Two Year,No,Bank Withdrawal,70.1,0.0,0,0
Female,43,Yes,0,2,18,Yes,44.97,No,Yes,One Year,Yes,Credit Card,54.4,0.0,0,0
Female,44,Yes,0,6,29,Yes,49.96,No,No,Two Year,Yes,Credit Card,19.55,0.0,0,0
Female,61,Yes,3,9,72,Yes,21.84,Yes,Yes,Two Year,No,Credit Card,74.55,0.0,0,0
Male,39,Yes,1,9,71,Yes,18.99,Yes,No,Two Year,No,Credit Card,23.9,0.0,0,0
Female,62,No,0,0,70,No,25.69,No,Yes,Two Year,Yes,Bank Withdrawal,44.6,0.0,0,0
Male,45,No,0,0,9,Yes,19.22,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,0.0,0,1
Female,28,Yes,2,5,20,Yes,38.71,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,0.0,0,0
Male,51,No,0,0,69,Yes,29.38,Yes,Yes,One Year,Yes,Credit Card,78.6,0.0,0,1
Male,26,No,0,0,63,Yes,21.45,Yes,Yes,One Year,No,Credit Card,104.5,0.0,0,0
Female,38,No,0,0,7,Yes,15.84,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,0.0,0,0
Female,19,Yes,1,7,69,No,25.69,No,Yes,Two Year,Yes,Credit Card,43.95,0.0,0,0
Male,34,Yes,1,1,5,Yes,40.05,Yes,No,Month-to-Month,Yes,Bank Withdrawal,25.9,0.0,0,1
Female,38,No,0,0,9,Yes,32.57,No,Yes,Month-to-Month,No,Bank Withdrawal,80.55,2.28,0,0
Female,32,Yes,1,10,46,Yes,49.26,Yes,Yes,Two Year,No,Credit Card,99.65,9.35,0,0
Male,76,Yes,0,10,60,Yes,17.05,No,Yes,One Year,Yes,Bank Withdrawal,97.95,0.0,0,0
Male,70,Yes,0,1,27,Yes,39.49,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,0.0,0,1
Female,19,Yes,0,2,16,Yes,27.83,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.7,0.0,0,0
Female,23,Yes,0,4,22,Yes,4.01,No,Yes,Month-to-Month,No,Bank Withdrawal,83.3,0.0,0,1
Female,21,Yes,1,7,41,Yes,14.73,Yes,Yes,One Year,Yes,Bank Withdrawal,101.6,0.0,0,0
Female,76,No,0,0,4,Yes,35.67,No,Yes,Two Year,No,Bank Withdrawal,72.75,0.0,0,0
Female,63,No,0,0,24,Yes,44.09,Yes,Yes,Month-to-Month,Yes,Credit Card,88.95,0.0,0,0
Female,43,No,0,0,38,Yes,43.19,No,No,Two Year,No,Credit Card,20.3,0.0,0,0
Female,19,No,0,0,25,Yes,28.05,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.35,0.0,0,0
Male,41,Yes,0,8,40,Yes,39.22,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,41.74,0,0
Female,48,No,0,0,8,Yes,37.79,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,13.01,10,1
Male,35,Yes,3,1,13,Yes,40.2,No,No,Month-to-Month,Yes,Credit Card,19.85,0.0,0,0
Male,21,Yes,1,0,64,Yes,34.58,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.8,0.0,0,0
Female,32,Yes,0,1,62,Yes,48.58,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,0.0,0,1
Female,51,Yes,0,0,20,Yes,43.49,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,0.0,0,0
Male,53,Yes,0,1,14,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,46.35,0.0,0,1
Female,21,No,0,0,57,Yes,36.14,No,Yes,Two Year,No,Mailed Check,69.75,0.0,0,0
Male,41,No,1,0,12,Yes,27.07,No,Yes,Month-to-Month,Yes,Mailed Check,69.85,0.0,0,0
Female,40,Yes,2,0,59,Yes,42.37,Yes,No,Two Year,No,Credit Card,25.45,0.0,0,0
Female,40,Yes,0,4,59,Yes,8.28,No,Yes,Two Year,Yes,Credit Card,75.95,0.0,0,0
Male,62,No,0,0,53,Yes,26.21,No,No,Two Year,No,Bank Withdrawal,19.75,0.0,0,1
Male,33,Yes,0,3,45,Yes,39.82,Yes,Yes,One Year,No,Credit Card,78.75,0.0,0,0
Male,55,Yes,0,5,50,Yes,1.87,No,No,Two Year,No,Bank Withdrawal,19.8,0.0,0,0
Male,35,Yes,0,1,20,Yes,18.05,No,Yes,Month-to-Month,Yes,Credit Card,89.0,0.0,0,1
Female,77,No,0,0,1,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,0.0,0,1
Female,38,Yes,3,1,70,Yes,38.63,No,No,Two Year,Yes,Credit Card,19.2,0.0,0,0
Male,74,Yes,0,1,1,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,0.0,0,1
Female,61,Yes,0,5,64,No,25.69,No,Yes,Two Year,No,Bank Withdrawal,47.85,0.0,0,1
Male,62,No,0,0,49,Yes,19.08,Yes,Yes,Month-to-Month,No,Credit Card,75.2,0.0,20,1
Male,60,No,0,0,28,Yes,44.28,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,0.0,0,1
Male,32,Yes,0,1,72,Yes,47.83,Yes,Yes,Two Year,Yes,Credit Card,111.9,0.0,0,0
Female,47,No,0,0,13,Yes,34.18,No,Yes,Month-to-Month,Yes,Credit Card,81.9,0.0,0,0
Male,41,Yes,1,1,4,Yes,39.04,No,No,Month-to-Month,No,Credit Card,18.85,0.0,0,0
Female,62,No,0,0,53,Yes,10.32,No,No,Two Year,No,Mailed Check,18.7,0.0,0,0
Female,54,Yes,0,1,63,Yes,21.15,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,0.0,0,0
Female,41,No,0,0,10,No,25.69,No,Yes,Two Year,Yes,Mailed Check,29.6,0.0,0,0
Male,29,Yes,0,0,56,Yes,48.87,No,No,One Year,No,Credit Card,19.95,0.0,0,0
Male,28,No,0,0,10,Yes,34.44,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,0.0,0,1
Male,50,No,0,0,65,Yes,2.72,Yes,Yes,One Year,No,Bank Withdrawal,93.55,0.0,30,0
Female,77,No,0,0,21,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-10.0,0.0,0,1
Female,40,Yes,1,5,29,Yes,34.44,No,No,Two Year,No,Credit Card,20.2,0.0,0,0
Female,55,Yes,0,7,72,Yes,37.98,Yes,No,Two Year,Yes,Credit Card,24.15,0.0,0,0
Male,49,Yes,0,1,22,Yes,19.8,No,Yes,One Year,Yes,Bank Withdrawal,67.5,0.0,0,1
Female,64,No,0,0,23,Yes,3.55,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.05,27.38,0,1
Male,33,Yes,0,0,40,Yes,23.74,Yes,Yes,One Year,No,Credit Card,70.75,0.0,0,0
Male,30,No,0,0,2,Yes,17.22,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,0.0,0,1
Male,40,Yes,0,5,13,Yes,29.92,No,Yes,Month-to-Month,No,Bank Withdrawal,84.05,23.97,0,1
Female,39,No,0,0,16,Yes,18.99,Yes,Yes,Month-to-Month,Yes,Credit Card,95.6,0.0,0,1
Female,28,No,0,0,67,Yes,37.5,Yes,Yes,Month-to-Month,Yes,Credit Card,102.95,0.0,0,1
Male,19,Yes,1,3,72,Yes,5.7,No,No,Two Year,No,Bank Withdrawal,21.0,0.0,0,0
Female,73,Yes,0,1,47,Yes,38.31,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.35,0.0,90,1
Male,69,No,0,0,4,Yes,6.18,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,0.0,0,0
Female,71,No,0,0,18,Yes,7.51,No,Yes,Two Year,Yes,Bank Withdrawal,73.55,0.0,0,0
Male,45,Yes,0,1,21,Yes,42.65,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.4,0.0,0,1
Female,58,Yes,2,5,62,Yes,42.05,No,Yes,One Year,Yes,Bank Withdrawal,70.75,0.0,0,0
Male,32,No,0,0,7,Yes,9.25,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.05,0.0,0,1
Male,34,No,0,0,29,Yes,10.06,No,Yes,Month-to-Month,No,Bank Withdrawal,48.95,0.0,0,0
Female,35,Yes,0,1,48,Yes,44.72,Yes,Yes,One Year,Yes,Bank Withdrawal,60.6,0.0,100,0
Male,43,Yes,3,7,53,Yes,31.86,Yes,Yes,One Year,Yes,Credit Card,78.75,0.0,0,0
Female,38,Yes,3,0,6,Yes,30.01,No,No,One Year,No,Credit Card,19.0,0.0,0,0
Male,56,Yes,0,8,22,Yes,7.68,No,Yes,One Year,Yes,Credit Card,56.25,0.0,100,0
Female,76,No,0,0,1,No,25.69,No,Yes,Month-to-Month,Yes,Mailed Check,25.8,0.0,20,1
Male,21,Yes,0,7,72,Yes,34.95,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.4,0.0,0,0
Male,80,Yes,0,4,34,Yes,29.66,No,Yes,Month-to-Month,Yes,Credit Card,85.2,0.0,0,0
Female,45,Yes,0,3,48,Yes,17.03,Yes,Yes,One Year,Yes,Credit Card,69.55,0.0,0,0
Female,20,Yes,0,8,21,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,28.5,0.0,0,0
Male,47,No,0,0,71,Yes,16.57,Yes,Yes,One Year,No,Credit Card,97.65,0.0,0,0
Male,78,Yes,0,9,32,Yes,43.54,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.5,0.0,0,0
Male,20,No,0,0,63,Yes,42.59,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.9,0.0,0,0
Female,61,Yes,2,1,72,Yes,28.86,Yes,Yes,Two Year,Yes,Credit Card,116.4,0.0,0,0
Female,33,No,0,0,53,Yes,12.92,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,0.0,0,0
Female,73,Yes,0,1,1,Yes,37.3,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,0.0,0,1
Male,29,Yes,1,1,50,Yes,31.83,No,Yes,One Year,No,Bank Withdrawal,75.5,0.0,100,0
Male,62,Yes,0,1,15,Yes,40.7,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,0.0,0,1
Female,40,Yes,0,7,21,Yes,14.81,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,0.0,0,0
Male,42,Yes,0,1,1,Yes,12.04,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.0,0.0,0,1
Female,74,No,0,0,2,Yes,9.86,No,Yes,Month-to-Month,No,Bank Withdrawal,70.75,0.0,0,1
Male,24,Yes,0,1,65,Yes,26.75,Yes,Yes,One Year,No,Credit Card,72.45,14.23,0,1
Female,61,Yes,1,3,52,Yes,16.87,No,Yes,Month-to-Month,No,Bank Withdrawal,85.8,0.0,0,0
Male,42,No,0,0,13,Yes,35.4,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.2,0.0,0,1
Male,20,No,0,0,4,Yes,18.28,No,No,Month-to-Month,Yes,Credit Card,19.65,0.0,0,0
Female,65,No,0,0,46,Yes,2.37,Yes,Yes,One Year,Yes,Bank Withdrawal,110.0,0.0,0,1
Female,24,Yes,0,5,53,Yes,40.62,No,Yes,One Year,Yes,Bank Withdrawal,94.85,18.55,0,1
Female,41,No,0,0,40,Yes,16.73,Yes,Yes,One Year,Yes,Credit Card,105.95,0.0,0,0
Male,64,No,1,0,23,Yes,8.4,No,Yes,Month-to-Month,No,Bank Withdrawal,54.15,0.0,40,0
Male,19,No,0,0,4,Yes,6.91,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,0.0,0,1
Female,45,Yes,0,1,57,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,58.75,0.0,0,0
Female,56,Yes,6,6,49,Yes,8.18,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,0.0,0,0
Male,45,No,0,0,9,Yes,32.31,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.25,0.0,0,0
Male,28,No,0,0,4,Yes,26.16,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.7,1.48,0,1
Female,64,Yes,0,1,61,Yes,10.94,No,No,Two Year,No,Credit Card,20.25,5.15,0,0
Female,79,No,0,0,70,Yes,47.27,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.5,0.0,0,0
Male,56,Yes,0,1,13,Yes,14.32,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.85,0.0,0,0
Female,32,No,0,0,34,Yes,45.28,Yes,Yes,Month-to-Month,No,Credit Card,65.0,0.0,0,0
Female,70,No,0,0,9,Yes,17.56,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,33.25,0,1
Male,77,No,0,0,57,Yes,2.21,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,0.0,0,0
Female,52,No,0,0,12,Yes,36.24,Yes,Yes,Month-to-Month,Yes,Mailed Check,61.65,0.0,0,1
Female,45,No,0,0,7,Yes,39.02,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,0.0,0,0
Female,68,No,0,0,4,Yes,26.23,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,0.0,0,1
Female,73,Yes,0,1,1,Yes,31.27,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.45,0.0,10,1
Male,54,No,0,0,44,Yes,49.57,Yes,Yes,One Year,Yes,Bank Withdrawal,85.25,0.0,100,0
Female,67,No,0,0,45,No,25.69,No,Yes,One Year,No,Bank Withdrawal,34.2,0.0,0,0
Female,29,No,0,0,36,Yes,44.7,Yes,Yes,One Year,Yes,Credit Card,89.65,0.0,0,0
Female,66,No,0,0,55,Yes,37.38,Yes,Yes,One Year,Yes,Bank Withdrawal,100.0,0.0,100,1
Male,41,No,0,0,69,Yes,49.35,Yes,Yes,Two Year,Yes,Credit Card,97.65,0.0,0,0
Male,35,Yes,0,0,9,Yes,19.18,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,0.0,0,1
Male,48,Yes,3,1,71,Yes,15.71,Yes,Yes,Two Year,No,Credit Card,90.3,0.0,100,0
